date,ratings,text,negative_score,positive_score,sentiment
2021-02-27,10,best show review ignore every negative review episode might error disneys part release first episodes instead episodes people absolutely loved intrigue mystery first three episodes exceptional show getting lot hate due lack plot 4th episode came exceptional episode justified use first three even gave answers many questions wanda vision overall brilliant show shouldnt judged first three episodes especially complaint lack plot,0.096,0.623,POSITIVE
2021-02-19,10,amazing fantastic show every actor excellent job happy biggest fan mcu,0.0,0.881,POSITIVE
2021-03-17,9,delightful good show fun heartfelt marvel extravaganza,0.0,0.924,POSITIVE
2021-02-26,1,money thrown away worst show ever needs development disappointed,0.821,0.0,NEGATIVE
2021-02-06,1,getting stupid episode started ok went downhill third episode stupid imagine,0.4,0.129,NEGATIVE
2021-01-15,10,exceeding expectations usual wandavision perfect breath fresh air spark new beginning marvel universe rare rather dormant period marvel lack content last year wandavision brings us back two characters arguably one emotional arcs mcu date acting superb sitcom style bold creative choices risky marvel arent holding back taking risks stage wandavision delivers promise weird intriguing simply stunning 50s style sitcom bit marvel magic sprinkled top spoilers lets say store us going forward series going truly brilliant,0.062,0.607,POSITIVE
2021-02-12,10,one best marvel series favour watch episode better last,0.0,0.817,POSITIVE
2021-01-16,1,kids marvel fan waited long kids childy,0.0,0.318,POSITIVE
2021-03-07,9,great show bit boring confusing first gradually hooks us say finale terrific much hope theyll show give glimpse nightmare mefisto even dr strange thats,0.29,0.46,POSITIVE
2021-02-26,10,absolutely love absolutely love show first view episodes thought going well done next episodes bingewatch serie couple times episodes public,0.0,0.395,POSITIVE
2021-02-19,8,persevere episode hooked excellent mini series twists turns found odd start beautifully shot twist episode hooked waiting watch week release date excellent nods marvels movies throughout great watching,0.026,0.727,POSITIVE
2021-01-16,10,stop review bombing loved show found world building amazing people giving one star good reason make rating lower shame,0.157,0.592,POSITIVE
2021-01-24,1,asinine inane drivel three episodes series hour half life ill never get back keep reading dark turn series going take im going around long enough darkness funny scary compelling poignant emotion drivel inane drivel,0.191,0.115,NEGATIVE
2021-01-16,10,obsessed really dont know ratings going two episodes show im hooked show weird thats makes good think people need remember show supposed like nothing like marvel done,0.071,0.561,POSITIVE
2021-03-12,10,amazing people confusing beginning episode everything starts change please watch everything wont regret,0.309,0.439,POSITIVE
2021-03-07,10,watch wanda feel love fear loneliness avenger endgame thought theres nothing left marvel studios watching wandavision im excited future marvel projects character development wanda insane,0.294,0.182,NEGATIVE
2021-03-16,3,funny psychology twelve year teenagers worth time comedy children,0.0,0.549,POSITIVE
2021-01-15,10,intriguing bright world sinister almost horror undertone show plays effortlessly american zeitgeist around tv eras portrays modern audiences shows like leave beaver longer rosy supposed cannot help watching awareness societal problems lay beneath mask era wandavision brings happy mask vs realistic uncertainty conflict head several times first episodes great example art imitating life marvel steps next phase superheroes continue portray mirror uncertainties real world within fictional ones,0.181,0.36,POSITIVE
2021-03-07,10,exciting artistic unnerving loved show people saying gets better third episode initial episodes excellent important shows set also something weve never really seen marvel acting brilliant criticised campy cheesy literal point really dynamic show shifts course season loved experimental whilst still embedding elements youd expect marvel movie also enjoyed really unnerving truman show like elements genuinely creepy points read someone said show nothing add marvel cinematic universe without spoiling anything dont think actually watched whole series end moved explored grief complex sincere way,0.04,0.505,POSITIVE
2021-01-16,9,give chance people giving negative reviews dont understand concept show one genuine complaint show shouldnt took route releasing one episode per week difficult show keep audience hooked months,0.142,0.133,NEGATIVE
2021-01-17,1,boring stupidest thing seen long time worth time,0.676,0.089,NEGATIVE
2021-01-15,1,abbott costello moment mcu youve gotta kidding mashup bewitched lucy b w formally serious avengers want retch,0.081,0.169,POSITIVE
2021-01-17,3,confused disappointed show minutes long minutes end credits seriously show overrated joke,0.708,0.128,NEGATIVE
2021-06-24,9,entertaining fantastic show every actor excellent job happy biggest fan mcu,0.0,0.862,POSITIVE
2021-03-29,8,amazing amazing family watched every time new episode releases one best shows ever watched plot fantastic dont want write spoilers watch watch,0.016,0.764,POSITIVE
2021-03-06,8,great series first three episodes kind slow get episode lot stuff starts making sense show cute full action great marvel series,0.0,0.72,POSITIVE
2021-01-18,1,wow worst episode television ever seen,0.729,0.132,NEGATIVE
2021-01-20,9,love take something braindead actionseries love setting acting mystery think awesome expect standard action superheroes settle mind something else,0.0,0.604,POSITIVE
2021-03-25,9,satisfying general new style marvel shows good acting positive points,0.0,0.706,POSITIVE
2021-01-16,2,meh trailer guessed stuck illusion nefarious organization delusion making whole first two episodes pretty sure know one thats havent introduced characters beyond names rather dull fully developed characters couldve started bang meh,0.188,0.142,NEGATIVE
2022-06-16,6,disney ruins alright show could better needs story,0.293,0.0,NEGATIVE
2021-01-15,10,amazing shake usual okay seen lot people giving 1s doesnt follow normal mcu model someone personally getting bored watching type films mcu super refreshing adore creativity show cannot wait see ramp stakes coming weeks certainly everyone definitely need open mind going come expecting big explosions like usual mcu films youre going sorely disappointed,0.167,0.372,POSITIVE
2021-03-25,9,something different great go wandavision open mind youre fan twilight zone black mirror electric dreams youre really going enjoy side dish show mcu complaint episode length count makes believe could supercut film would make great singular watch,0.03,0.527,POSITIVE
